Crop,Season,State,Soil_Type,Area,Cost_per_Hectare
Turmeric,Rabi,Telangana,Red,1.54,85772
Sesame,Annual,Uttar Pradesh,Alluvial,2.47,26281
Black Gram,Kharif,Uttar Pradesh,Clay,0.86,22466
Carrot,Rabi,Tamil Nadu,Black,2.53,32347
Turmeric,Rabi,Punjab,Loamy,2.65,80212
Peas,Rabi,Rajasthan,Sandy,2.29,28463
Tobacco,Kharif,Rajasthan,Loamy,2.76,59872
Wheat,Annual,Telangana,Laterite,0.92,33709
Black Gram,Rabi,Maharashtra,Sandy,1.69,22398
Rice,Kharif,Odisha,Laterite,2.05,29547
Bajra,Rabi,Punjab,Loamy,1.99,21953
Groundnut,Rabi,Rajasthan,Laterite,2.65,37321
Cotton,Annual,Tamil Nadu,Sandy,1.04,43787
Banana,Rabi,Telangana,Alluvial,0.94,125085
Black Gram,Rabi,Karnataka,Loamy,1.13,23907
Brinjal,Kharif,Telangana,Loamy,2.73,47768
Turmeric,Kharif,Rajasthan,Red,2.85,83755
Sesame,Annual,Karnataka,Loamy,1.92,25042
Brinjal,Kharif,Madhya Pradesh,Clay,1.75,48763
Banana,Kharif,Andhra Pradesh,Clay,2.01,120736
Paddy,Annual,Telangana,Loamy,2.04,30313
Groundnut,Rabi,Tamil Nadu,Alluvial,0.93,38855
Tobacco,Annual,Tamil Nadu,Red,2.22,55906
Mustard,Kharif,Odisha,Black,1.63,28941
Carrot,Annual,Maharashtra,Laterite,1.79,33113
Chillies,Rabi,Telangana,Sandy,0.58,53112
Brinjal,Annual,Rajasthan,Black,2.41,49939
Garlic,Kharif,Andhra Pradesh,Red,2.59,50191
Peas,Kharif,Punjab,Clay,2.05,29949
Sugarcane,Annual,Rajasthan,Clay,2.37,94247
Carrot,Rabi,Tamil Nadu,Clay,1.81,34037
Tobacco,Annual,Madhya Pradesh,Alluvial,2.05,61894
Black Gram,Rabi,Rajasthan,Clay,1.49,25053
Sugarcane,Rabi,Uttar Pradesh,Sandy,2.48,92883
Ragi,Annual,Tamil Nadu,Laterite,1.67,27444
Cabbage,Rabi,Telangana,Loamy,2.2,47394
Carrot,Kharif,Madhya Pradesh,Loamy,2.05,32741
Sugarcane,Annual,Uttar Pradesh,Black,2.26,93349
Brinjal,Rabi,Karnataka,Laterite,2.46,49669
Green Gram,Kharif,Andhra Pradesh,Red,1.78,23917
Horse Gram,Annual,Tamil Nadu,Laterite,2.53,21287
Horse Gram,Kharif,Telangana,Alluvial,1.74,21177
Peas,Kharif,Uttar Pradesh,Black,2.89,28004
Tobacco,Kharif,Uttar Pradesh,Black,2.38,56431
Chillies,Rabi,Maharashtra,Alluvial,0.93,56670
Peas,Annual,Uttar Pradesh,Laterite,2.57,31172
Lentil,Annual,Andhra Pradesh,Clay,1.88,24795
Soybean,Rabi,Madhya Pradesh,Alluvial,2.96,33381
Rice,Annual,Madhya Pradesh,Clay,2.3,27592
Black Gram,Kharif,Uttar Pradesh,Sandy,0.71,22845
Tobacco,Annual,Telangana,Alluvial,1.49,58513
Wheat,Rabi,Tamil Nadu,Clay,1.79,30231
Mustard,Kharif,Telangana,Laterite,2.6,30332
Peas,Rabi,Odisha,Clay,2.32,28053
Groundnut,Kharif,Tamil Nadu,Alluvial,1.42,39206
Tomato,Kharif,Karnataka,Red,2.13,47856
Cabbage,Annual,Andhra Pradesh,Loamy,1.94,50587
Rice,Kharif,Telangana,Alluvial,0.82,28985
Green Gram,Rabi,Maharashtra,Loamy,1.09,22034
Brinjal,Annual,Madhya Pradesh,Alluvial,1.35,47654
Lentil,Rabi,Uttar Pradesh,Laterite,0.99,24721
Lentil,Kharif,Tamil Nadu,Sandy,0.88,26626
Maize,Rabi,Uttar Pradesh,Sandy,0.65,26184
Jowar,Rabi,Karnataka,Loamy,2.68,25518
Carrot,Kharif,Odisha,Laterite,1.22,29535
Turmeric,Annual,Uttar Pradesh,Clay,1.23,79568
Soybean,Rabi,Telangana,Laterite,1.02,32151
Groundnut,Kharif,Tamil Nadu,Laterite,1.69,35754
Tomato,Annual,Maharashtra,Red,1.79,50968
Green Gram,Annual,Karnataka,Black,1.02,21067
Green Gram,Annual,Rajasthan,Alluvial,2.02,23737
Maize,Rabi,Andhra Pradesh,Laterite,2.31,27669
Cotton,Rabi,Odisha,Laterite,1.43,44209
Garlic,Rabi,Telangana,Laterite,1.96,51128
Cotton,Annual,Andhra Pradesh,Sandy,1.76,45799
Maize,Rabi,Maharashtra,Laterite,0.99,27526
Rice,Kharif,Andhra Pradesh,Alluvial,2.33,27276
Mustard,Rabi,Madhya Pradesh,Clay,2.5,27693
Tobacco,Rabi,Tamil Nadu,Clay,2.12,56490
Sugarcane,Annual,Andhra Pradesh,Laterite,1.31,96893
Maize,Rabi,Telangana,Alluvial,2.82,28500
Tomato,Kharif,Rajasthan,Red,1.64,53026
Paddy,Annual,Madhya Pradesh,Clay,1.16,27361
Peas,Kharif,Madhya Pradesh,Black,1.52,30696
Maize,Annual,Andhra Pradesh,Sandy,2.23,28353
Mustard,Annual,Odisha,Alluvial,2.61,27588
Maize,Rabi,Punjab,Clay,1.39,27511
Paddy,Kharif,Odisha,Clay,1.08,28529
Paddy,Annual,Uttar Pradesh,Loamy,2.07,29456
Horse Gram,Rabi,Telangana,Red,2.8,22378
Lentil,Annual,Punjab,Black,0.96,27442
Groundnut,Annual,Tamil Nadu,Black,2.51,36752
Tomato,Annual,Madhya Pradesh,Black,1.69,52328
Chillies,Annual,Telangana,Alluvial,2.5,54185
Brinjal,Annual,Maharashtra,Red,1.76,47721
Banana,Annual,Uttar Pradesh,Laterite,1.44,131556
Sunflower,Rabi,Rajasthan,Loamy,2.24,36207
Cotton,Annual,Uttar Pradesh,Red,2.75,44881
Jowar,Kharif,Telangana,Red,1.3,25029
Bajra,Rabi,Tamil Nadu,Clay,1.65,21063
Mustard,Kharif,Madhya Pradesh,Red,1.07,28708
Ragi,Annual,Karnataka,Alluvial,0.96,26972
Horse Gram,Kharif,Karnataka,Loamy,2.44,22263
Green Gram,Annual,Telangana,Alluvial,1.0,22449
Groundnut,Annual,Andhra Pradesh,Loamy,2.48,38984
Tobacco,Rabi,Odisha,Loamy,1.57,57556
Sesame,Rabi,Uttar Pradesh,Clay,2.99,22894
Carrot,Annual,Tamil Nadu,Alluvial,0.99,31500
Wheat,Rabi,Uttar Pradesh,Loamy,0.73,33644
Garlic,Kharif,Maharashtra,Red,0.69,53924
Sesame,Rabi,Karnataka,Alluvial,2.59,24272
Tomato,Rabi,Madhya Pradesh,Loamy,1.59,46713
Banana,Kharif,Maharashtra,Black,0.51,125453
Brinjal,Rabi,Madhya Pradesh,Alluvial,2.69,49875
Sunflower,Annual,Uttar Pradesh,Clay,2.69,33800
Tobacco,Kharif,Tamil Nadu,Sandy,2.52,58225
Banana,Annual,Karnataka,Alluvial,1.12,131853
Tomato,Kharif,Uttar Pradesh,Alluvial,1.43,50786
Sesame,Annual,Karnataka,Alluvial,2.36,24063
Jowar,Annual,Telangana,Loamy,1.72,25058
Garlic,Rabi,Rajasthan,Alluvial,0.88,48850
Bajra,Annual,Rajasthan,Sandy,1.11,21557
Lentil,Rabi,Madhya Pradesh,Laterite,2.93,27218
Soybean,Kharif,Uttar Pradesh,Alluvial,0.88,31548
Sunflower,Annual,Punjab,Black,2.32,33885
Carrot,Annual,Karnataka,Sandy,1.7,31978
Jowar,Kharif,Karnataka,Laterite,2.37,26038
Carrot,Kharif,Punjab,Loamy,2.15,33083
Green Gram,Annual,Andhra Pradesh,Alluvial,1.6,21044
Maize,Kharif,Uttar Pradesh,Laterite,1.38,27402
Peas,Rabi,Punjab,Black,2.39,29742
Brinjal,Kharif,Rajasthan,Sandy,1.31,48002
Beans,Kharif,Karnataka,Sandy,2.47,27397
Ragi,Annual,Rajasthan,Loamy,2.2,24975
Sunflower,Rabi,Uttar Pradesh,Loamy,1.94,37305
Chillies,Kharif,Tamil Nadu,Loamy,1.42,57573
Rice,Rabi,Tamil Nadu,Laterite,1.01,27130
Mustard,Rabi,Madhya Pradesh,Alluvial,2.28,30160
Sesame,Rabi,Rajasthan,Red,0.73,23579
Ragi,Annual,Rajasthan,Sandy,2.93,26649
Cotton,Kharif,Rajasthan,Red,2.95,42940
Groundnut,Annual,Andhra Pradesh,Clay,0.83,37043
Sesame,Kharif,Rajasthan,Sandy,0.76,25491
Cabbage,Kharif,Tamil Nadu,Loamy,1.53,49275
Peas,Annual,Andhra Pradesh,Alluvial,2.91,28650
Bajra,Rabi,Madhya Pradesh,Alluvial,1.5,22680
Black Gram,Rabi,Telangana,Sandy,1.41,23673
Turmeric,Kharif,Maharashtra,Laterite,2.26,83083
Horse Gram,Annual,Madhya Pradesh,Clay,0.95,21161
Sugarcane,Rabi,Odisha,Loamy,1.41,100271
Horse Gram,Rabi,Andhra Pradesh,Alluvial,1.23,21238
Turmeric,Kharif,Tamil Nadu,Clay,2.0,89105
Brinjal,Kharif,Tamil Nadu,Clay,0.91,48375
Chillies,Annual,Uttar Pradesh,Alluvial,1.87,59431
Mustard,Kharif,Karnataka,Black,2.64,28814
Sunflower,Rabi,Rajasthan,Clay,1.79,36416
Brinjal,Rabi,Tamil Nadu,Alluvial,2.21,45451
Jowar,Rabi,Rajasthan,Black,0.69,25560
Jowar,Rabi,Punjab,Alluvial,1.62,24193
Soybean,Annual,Karnataka,Alluvial,0.74,32655
Wheat,Annual,Punjab,Clay,2.0,30225
Sugarcane,Kharif,Rajasthan,Laterite,1.2,90515
Tobacco,Kharif,Andhra Pradesh,Laterite,1.22,59845
Sunflower,Kharif,Odisha,Loamy,0.69,35297
Cabbage,Annual,Karnataka,Alluvial,1.28,47994
Soybean,Rabi,Andhra Pradesh,Loamy,1.77,31624
Banana,Kharif,Tamil Nadu,Loamy,1.96,118306
Banana,Rabi,Odisha,Loamy,0.67,128945
Paddy,Kharif,Telangana,Loamy,2.13,29797
Garlic,Kharif,Tamil Nadu,Sandy,1.72,50025
Sunflower,Kharif,Maharashtra,Clay,1.84,35552
Black Gram,Kharif,Madhya Pradesh,Clay,2.58,24707
Mustard,Kharif,Karnataka,Sandy,1.36,31416
Jowar,Rabi,Maharashtra,Alluvial,0.94,22820
Sesame,Kharif,Rajasthan,Sandy,1.88,25728
Cotton,Rabi,Karnataka,Alluvial,2.86,45115
Chillies,Annual,Madhya Pradesh,Laterite,1.79,58176
Maize,Kharif,Karnataka,Clay,2.58,26148
Groundnut,Rabi,Andhra Pradesh,Red,2.39,38514
Paddy,Annual,Punjab,Black,1.8,29316
Ragi,Annual,Uttar Pradesh,Clay,2.12,25774
Onion,Annual,Andhra Pradesh,Sandy,1.52,49292
Ragi,Rabi,Madhya Pradesh,Sandy,1.83,27003
Bajra,Kharif,Karnataka,Laterite,1.77,22471
Black Gram,Kharif,Andhra Pradesh,Sandy,2.27,21898
Turmeric,Rabi,Punjab,Alluvial,1.52,78058
Sunflower,Kharif,Maharashtra,Alluvial,0.75,35672
Cotton,Rabi,Andhra Pradesh,Red,2.47,48468
Rice,Kharif,Rajasthan,Red,2.21,28830
Jowar,Annual,Maharashtra,Clay,2.88,23917
Rice,Kharif,Madhya Pradesh,Red,1.57,27558
Cabbage,Rabi,Maharashtra,Alluvial,0.7,45315
Sunflower,Rabi,Karnataka,Loamy,0.8,37344
Sugarcane,Annual,Odisha,Loamy,2.43,93962
Jowar,Rabi,Odisha,Red,0.67,24298
Paddy,Kharif,Telangana,Red,2.77,29460
Turmeric,Kharif,Rajasthan,Alluvial,1.2,88675
Sugarcane,Annual,Karnataka,Laterite,2.75,90983
Wheat,Rabi,Madhya Pradesh,Clay,2.43,30849
Beans,Annual,Tamil Nadu,Sandy,2.68,26919
Cotton,Kharif,Odisha,Clay,1.04,46923
Garlic,Annual,Madhya Pradesh,Black,1.99,48025
Tomato,Rabi,Maharashtra,Loamy,0.73,51430
Horse Gram,Annual,Andhra Pradesh,Loamy,1.01,22128
Soybean,Rabi,Odisha,Alluvial,1.27,34372
Chillies,Rabi,Karnataka,Clay,2.35,54083
Turmeric,Kharif,Odisha,Alluvial,0.56,80298
Garlic,Kharif,Punjab,Black,2.76,53450
Cabbage,Kharif,Punjab,Clay,0.68,48556
Paddy,Rabi,Punjab,Black,1.44,29925
Rice,Annual,Rajasthan,Red,0.7,28816
Onion,Rabi,Odisha,Clay,2.42,46348
Cabbage,Kharif,Telangana,Black,0.85,45622
Tobacco,Kharif,Madhya Pradesh,Sandy,2.71,56373
Tobacco,Annual,Punjab,Sandy,1.83,62140
Beans,Kharif,Maharashtra,Loamy,2.87,26601
Onion,Kharif,Karnataka,Sandy,1.23,46399
Maize,Kharif,Rajasthan,Clay,1.64,25829
Wheat,Annual,Uttar Pradesh,Sandy,2.24,33504
Jowar,Rabi,Punjab,Sandy,2.58,25849
Cotton,Kharif,Madhya Pradesh,Red,1.55,48827
Carrot,Annual,Maharashtra,Loamy,2.73,31256
Bajra,Kharif,Karnataka,Alluvial,0.79,23016
Cabbage,Annual,Andhra Pradesh,Loamy,2.27,45619
Bajra,Kharif,Tamil Nadu,Loamy,1.37,21496
Sugarcane,Annual,Maharashtra,Loamy,0.75,90562
Peas,Kharif,Telangana,Black,1.47,28521
Ragi,Rabi,Maharashtra,Alluvial,2.7,26536
Rice,Kharif,Maharashtra,Black,2.95,29312
Wheat,Annual,Telangana,Red,1.48,30070
Peas,Kharif,Andhra Pradesh,Red,2.72,31543
Sesame,Rabi,Rajasthan,Laterite,1.77,24043
Maize,Kharif,Odisha,Laterite,2.29,26364
Carrot,Annual,Karnataka,Red,0.61,31147
Beans,Annual,Maharashtra,Red,1.89,26293
Beans,Rabi,Maharashtra,Black,0.68,25710
Sugarcane,Annual,Telangana,Red,1.17,100205
Ragi,Kharif,Madhya Pradesh,Clay,1.92,27125
Lentil,Kharif,Maharashtra,Alluvial,2.52,26836
Jowar,Kharif,Maharashtra,Black,1.9,24028
Lentil,Annual,Telangana,Red,2.84,26617
Soybean,Kharif,Madhya Pradesh,Black,2.53,33460
Sesame,Kharif,Telangana,Black,0.89,26248
Cotton,Kharif,Rajasthan,Sandy,1.47,45617
Black Gram,Rabi,Maharashtra,Laterite,2.17,25273
Cotton,Annual,Punjab,Black,2.85,47747
Horse Gram,Annual,Karnataka,Loamy,2.97,22928
Jowar,Annual,Madhya Pradesh,Clay,2.41,22892
Chillies,Rabi,Punjab,Clay,1.93,56353
Peas,Annual,Telangana,Black,2.39,29848
Turmeric,Rabi,Maharashtra,Loamy,1.18,78399
Maize,Rabi,Telangana,Clay,1.21,25917
Banana,Annual,Odisha,Sandy,2.14,131201
Chillies,Kharif,Odisha,Red,2.68,55765
Chillies,Kharif,Rajasthan,Black,2.92,53790
Soybean,Annual,Maharashtra,Sandy,1.35,32864
Tobacco,Annual,Maharashtra,Alluvial,2.49,54438
Brinjal,Rabi,Punjab,Sandy,2.63,48287
Maize,Annual,Uttar Pradesh,Laterite,2.06,27017
Tomato,Rabi,Maharashtra,Laterite,1.37,49179
Ragi,Annual,Rajasthan,Red,2.05,27141
Chillies,Kharif,Madhya Pradesh,Loamy,1.96,53369
Jowar,Kharif,Madhya Pradesh,Red,2.02,25961
Beans,Annual,Telangana,Clay,2.05,28426
Carrot,Rabi,Punjab,Loamy,2.62,29455
Paddy,Kharif,Andhra Pradesh,Loamy,0.93,30139
Tobacco,Rabi,Tamil Nadu,Loamy,1.42,58477
Jowar,Annual,Telangana,Loamy,1.97,24461
Brinjal,Annual,Maharashtra,Laterite,1.21,46332
Carrot,Kharif,Telangana,Clay,2.95,31530
Beans,Annual,Andhra Pradesh,Laterite,1.16,28406
Rice,Kharif,Tamil Nadu,Black,1.67,26503
Tobacco,Rabi,Andhra Pradesh,Clay,2.69,55680
Ragi,Kharif,Andhra Pradesh,Laterite,0.7,25150
Sesame,Kharif,Odisha,Red,2.55,24786
Maize,Rabi,Madhya Pradesh,Laterite,1.93,28328
Soybean,Kharif,Uttar Pradesh,Clay,0.58,33154
Horse Gram,Kharif,Maharashtra,Clay,2.76,21210
Banana,Annual,Rajasthan,Red,0.6,121928
Black Gram,Rabi,Punjab,Alluvial,1.79,23196
Carrot,Kharif,Telangana,Clay,0.62,29666
Turmeric,Rabi,Maharashtra,Laterite,0.68,84180
Peas,Rabi,Odisha,Red,2.72,28098
Cabbage,Kharif,Madhya Pradesh,Loamy,2.41,49511
Paddy,Annual,Telangana,Clay,0.99,28905
Tomato,Rabi,Punjab,Sandy,2.05,52757
Green Gram,Kharif,Uttar Pradesh,Loamy,2.49,24054
Sugarcane,Rabi,Maharashtra,Black,2.72,103690
Chillies,Annual,Rajasthan,Clay,1.67,53078
Turmeric,Annual,Madhya Pradesh,Red,2.74,89521
Beans,Annual,Karnataka,Loamy,1.77,27803
Banana,Kharif,Maharashtra,Laterite,2.22,127997
Bajra,Kharif,Andhra Pradesh,Laterite,2.95,21197
Ragi,Annual,Andhra Pradesh,Clay,1.09,24911
Rice,Kharif,Rajasthan,Alluvial,0.92,29599
Sesame,Annual,Tamil Nadu,Sandy,1.36,23568
Lentil,Kharif,Rajasthan,Clay,0.91,24383
Paddy,Annual,Madhya Pradesh,Red,1.21,28121
Maize,Rabi,Andhra Pradesh,Loamy,2.36,28262
Maize,Annual,Uttar Pradesh,Sandy,1.69,26557
Ragi,Annual,Uttar Pradesh,Alluvial,1.44,27746
Sunflower,Kharif,Andhra Pradesh,Clay,1.42,34005
Brinjal,Kharif,Madhya Pradesh,Black,0.99,46247
Jowar,Kharif,Odisha,Sandy,1.62,24582
Banana,Kharif,Punjab,Alluvial,2.06,125078
Groundnut,Kharif,Punjab,Clay,0.85,37322
Cotton,Kharif,Madhya Pradesh,Clay,2.93,45085
Soybean,Rabi,Karnataka,Red,1.61,31446
Sesame,Annual,Punjab,Clay,2.87,23790
Jowar,Annual,Telangana,Black,0.84,25223
Rice,Annual,Punjab,Clay,2.42,27147
Sunflower,Rabi,Telangana,Laterite,2.04,32706
Cabbage,Annual,Andhra Pradesh,Alluvial,2.55,44653
Cabbage,Rabi,Odisha,Laterite,2.0,46269
Ragi,Rabi,Rajasthan,Clay,2.91,27761
Wheat,Rabi,Odisha,Black,2.07,31212
Carrot,Annual,Punjab,Alluvial,2.46,29731
Peas,Rabi,Punjab,Alluvial,2.69,29368
Banana,Annual,Madhya Pradesh,Clay,2.29,126038
Cotton,Annual,Rajasthan,Black,1.81,46756
Banana,Kharif,Punjab,Red,1.18,119018
Tobacco,Kharif,Tamil Nadu,Alluvial,2.64,60033
Ragi,Rabi,Tamil Nadu,Black,1.7,26637
Peas,Rabi,Karnataka,Sandy,2.05,28298
Tobacco,Annual,Andhra Pradesh,Laterite,0.7,55536
Tobacco,Rabi,Telangana,Alluvial,1.74,58828
Garlic,Rabi,Odisha,Sandy,2.25,52445
Sesame,Annual,Andhra Pradesh,Alluvial,1.96,26262
Garlic,Rabi,Telangana,Red,1.62,50664
Wheat,Rabi,Telangana,Clay,1.06,33006
Chillies,Annual,Maharashtra,Black,1.27,53211
Green Gram,Annual,Punjab,Alluvial,2.25,23835
Groundnut,Kharif,Karnataka,Black,1.06,38663
Soybean,Annual,Punjab,Loamy,2.05,33419
Ragi,Kharif,Karnataka,Alluvial,1.97,24769
Jowar,Rabi,Andhra Pradesh,Red,2.93,22942
Onion,Annual,Madhya Pradesh,Red,0.65,50650
Banana,Annual,Madhya Pradesh,Clay,0.77,116107
Black Gram,Annual,Andhra Pradesh,Clay,1.77,22288
Horse Gram,Rabi,Rajasthan,Sandy,1.82,21029
Rice,Kharif,Tamil Nadu,Red,0.6,26045
Cotton,Rabi,Telangana,Black,2.56,46971
Bajra,Rabi,Karnataka,Loamy,1.74,22292
Bajra,Annual,Uttar Pradesh,Red,1.37,21778
Cabbage,Kharif,Punjab,Alluvial,1.3,46741
Bajra,Rabi,Andhra Pradesh,Red,2.65,23685
Bajra,Annual,Telangana,Loamy,0.99,23959
Maize,Rabi,Karnataka,Black,0.9,26601
Brinjal,Rabi,Odisha,Alluvial,1.03,48645
Garlic,Annual,Rajasthan,Sandy,2.06,49428
Cotton,Annual,Punjab,Sandy,2.53,46216
Garlic,Kharif,Madhya Pradesh,Sandy,1.33,53110
Wheat,Rabi,Andhra Pradesh,Clay,0.93,31738
Tobacco,Annual,Madhya Pradesh,Alluvial,1.02,56732
Sunflower,Annual,Karnataka,Sandy,2.05,35268
Beans,Kharif,Madhya Pradesh,Clay,1.12,28391
Ragi,Kharif,Punjab,Red,2.69,27621
Horse Gram,Annual,Tamil Nadu,Alluvial,0.76,22905
Beans,Kharif,Telangana,Alluvial,0.58,25777
Garlic,Annual,Tamil Nadu,Alluvial,0.72,49311
Bajra,Rabi,Andhra Pradesh,Laterite,2.61,23667
Sesame,Kharif,Tamil Nadu,Clay,2.13,23452
Green Gram,Rabi,Maharashtra,Black,2.89,22898
Peas,Rabi,Telangana,Laterite,1.34,29459
Sunflower,Rabi,Karnataka,Laterite,1.03,34686
Brinjal,Annual,Telangana,Laterite,1.9,47854
Garlic,Rabi,Maharashtra,Black,1.84,54249
Carrot,Rabi,Uttar Pradesh,Laterite,1.98,29854
Cotton,Rabi,Tamil Nadu,Sandy,1.37,48034
Cabbage,Annual,Telangana,Alluvial,0.51,49461
Tomato,Rabi,Madhya Pradesh,Alluvial,0.59,53480
Paddy,Rabi,Karnataka,Clay,2.16,28500
Peas,Kharif,Odisha,Red,1.81,29725
Horse Gram,Annual,Andhra Pradesh,Loamy,2.55,23525
Garlic,Rabi,Andhra Pradesh,Sandy,1.25,50938
Horse Gram,Kharif,Andhra Pradesh,Black,2.54,22048
Ragi,Annual,Telangana,Loamy,1.56,25495
Mustard,Annual,Tamil Nadu,Alluvial,0.74,27687
Horse Gram,Annual,Telangana,Laterite,2.94,21821
Soybean,Annual,Punjab,Clay,1.78,33544
Jowar,Annual,Madhya Pradesh,Clay,2.07,25283
Sesame,Annual,Odisha,Red,2.18,22823
Onion,Rabi,Odisha,Red,1.41,51367
Groundnut,Rabi,Madhya Pradesh,Alluvial,2.37,37882
Garlic,Rabi,Maharashtra,Sandy,2.68,51405
Soybean,Rabi,Rajasthan,Clay,1.47,35016
Bajra,Kharif,Punjab,Loamy,2.14,21838
Jowar,Rabi,Karnataka,Red,2.39,25541
Cabbage,Annual,Odisha,Alluvial,0.98,47665
Peas,Rabi,Andhra Pradesh,Sandy,1.33,30598
Jowar,Rabi,Telangana,Alluvial,0.77,24304
Horse Gram,Annual,Maharashtra,Alluvial,2.01,21325
Banana,Rabi,Rajasthan,Sandy,2.5,123830
Sesame,Rabi,Madhya Pradesh,Sandy,2.03,24149
Garlic,Rabi,Uttar Pradesh,Sandy,0.95,49171
Brinjal,Kharif,Karnataka,Alluvial,1.87,50566
Cotton,Rabi,Rajasthan,Red,2.59,45961
Tobacco,Annual,Andhra Pradesh,Black,1.26,61394
Lentil,Annual,Rajasthan,Black,2.58,25527
Wheat,Rabi,Odisha,Alluvial,2.46,32039
Sunflower,Rabi,Telangana,Alluvial,0.55,37375
Green Gram,Rabi,Madhya Pradesh,Red,1.1,24039
Beans,Annual,Rajasthan,Sandy,1.86,25759
Soybean,Annual,Karnataka,Alluvial,2.29,34569
Rice,Kharif,Rajasthan,Clay,2.7,27231
Brinjal,Kharif,Uttar Pradesh,Laterite,2.1,45152
Sesame,Kharif,Maharashtra,Sandy,1.45,24872
Peas,Annual,Odisha,Clay,0.96,31800
Garlic,Kharif,Telangana,Alluvial,2.4,54807
Turmeric,Rabi,Andhra Pradesh,Laterite,1.02,79455
Tobacco,Rabi,Madhya Pradesh,Clay,2.24,60744
Ragi,Annual,Madhya Pradesh,Loamy,0.95,27295
Soybean,Kharif,Maharashtra,Red,0.73,32169
Bajra,Rabi,Tamil Nadu,Laterite,1.13,23073
Garlic,Annual,Tamil Nadu,Alluvial,1.21,51161
Beans,Kharif,Andhra Pradesh,Black,2.12,25588
Soybean,Rabi,Rajasthan,Clay,0.9,34054
Wheat,Kharif,Uttar Pradesh,Alluvial,2.83,30671
Bajra,Annual,Madhya Pradesh,Black,1.89,22023
Wheat,Kharif,Rajasthan,Red,1.73,30333
Jowar,Annual,Madhya Pradesh,Red,1.59,25389
Sunflower,Kharif,Madhya Pradesh,Sandy,1.92,34639
Maize,Rabi,Rajasthan,Clay,0.56,26429
Soybean,Annual,Maharashtra,Sandy,2.98,33301
Lentil,Annual,Tamil Nadu,Black,1.89,24339
Garlic,Annual,Punjab,Black,0.59,54236
Tomato,Kharif,Karnataka,Red,1.97,49968
Soybean,Kharif,Maharashtra,Laterite,1.59,32159
Brinjal,Rabi,Odisha,Black,0.56,45543
Cabbage,Annual,Uttar Pradesh,Black,2.81,44858
Paddy,Annual,Uttar Pradesh,Clay,0.53,30465
Lentil,Kharif,Karnataka,Laterite,1.94,25462
Beans,Kharif,Uttar Pradesh,Sandy,2.9,27516
Green Gram,Rabi,Rajasthan,Sandy,1.09,21165
Paddy,Rabi,Uttar Pradesh,Black,1.14,29302
Beans,Kharif,Punjab,Clay,0.5,28293
Chillies,Annual,Uttar Pradesh,Sandy,0.67,54724
Ragi,Rabi,Madhya Pradesh,Sandy,0.61,26440
Turmeric,Kharif,Maharashtra,Loamy,2.56,89464
Garlic,Kharif,Rajasthan,Clay,2.59,52894
Black Gram,Annual,Tamil Nadu,Sandy,2.32,22065
Tobacco,Kharif,Uttar Pradesh,Red,1.38,57388
Tobacco,Kharif,Andhra Pradesh,Alluvial,2.55,54883
Sugarcane,Rabi,Andhra Pradesh,Black,1.85,102523
Paddy,Kharif,Andhra Pradesh,Black,1.26,29210
Sesame,Kharif,Uttar Pradesh,Red,1.59,26242
Sugarcane,Rabi,Odisha,Alluvial,0.66,90531
Ragi,Annual,Madhya Pradesh,Alluvial,2.86,25843
Chillies,Annual,Telangana,Red,2.05,53111
Rice,Rabi,Uttar Pradesh,Laterite,2.33,27069
Tobacco,Rabi,Odisha,Laterite,2.19,55534
Lentil,Annual,Telangana,Alluvial,2.17,24982
Soybean,Annual,Karnataka,Laterite,0.54,34332
Lentil,Annual,Punjab,Laterite,1.81,24352
Soybean,Annual,Madhya Pradesh,Laterite,2.55,32673
Wheat,Annual,Uttar Pradesh,Alluvial,0.61,33735
Ragi,Rabi,Maharashtra,Laterite,2.89,28045
Green Gram,Kharif,Rajasthan,Black,1.56,21727
Maize,Annual,Maharashtra,Loamy,1.22,28348
Brinjal,Annual,Maharashtra,Alluvial,1.83,46492
Rice,Kharif,Karnataka,Red,2.5,27324
Sunflower,Kharif,Rajasthan,Laterite,1.69,36777
Onion,Kharif,Karnataka,Sandy,2.11,51260
Cabbage,Kharif,Telangana,Alluvial,1.75,49616
Banana,Kharif,Karnataka,Clay,2.08,128404
Sunflower,Kharif,Andhra Pradesh,Red,0.85,33498
Chillies,Rabi,Punjab,Loamy,0.6,56860
Tomato,Kharif,Andhra Pradesh,Black,0.84,49381
Chillies,Kharif,Uttar Pradesh,Clay,1.21,56042
Garlic,Rabi,Telangana,Red,1.13,48654
Banana,Kharif,Odisha,Laterite,2.04,119683
Banana,Annual,Telangana,Sandy,1.64,129437
Soybean,Annual,Odisha,Laterite,0.6,34708
Horse Gram,Kharif,Punjab,Red,0.59,22392
Carrot,Rabi,Karnataka,Alluvial,0.73,31766
Sesame,Annual,Karnataka,Clay,1.38,25366
Lentil,Rabi,Rajasthan,Sandy,0.52,26033
Tomato,Annual,Uttar Pradesh,Clay,1.73,53780
Sunflower,Kharif,Maharashtra,Clay,1.4,33269
Tobacco,Rabi,Tamil Nadu,Sandy,1.89,57989
Horse Gram,Rabi,Telangana,Red,2.3,23386
Cotton,Rabi,Telangana,Loamy,1.13,48924
Sesame,Annual,Uttar Pradesh,Loamy,0.89,24583
Peas,Annual,Andhra Pradesh,Laterite,1.2,28136
